News,Fake
"['say', 'sen', 'sherrod', 'brown', 'admit', 'billion', 'stimulu', 'law', 'fail', 'specif', 'attack', 'republican', 'want', 'lower', 'american', 'tax', 'claim', 'stimulu', 'bill', 'didnt', 'enough', 'lower', 'tax']",1
"['1950', 'lot', 'peopl', 'got', 'rich', 'pay', 'top', 'tax', 'rate', '90', 'percent']",1
"['charleston', 'c', 'shootershould', 'never', 'given', 'gun', 'univers', 'background', 'check', 'fast', 'enough']",1
"['sixty-f', 'percent', 'iraqi', 'peopl', 'say', 'okay', 'shoot', 'american', 'soldier']",0
"['twelv', 'judg', 'thrown', 'legal', 'challeng', 'health', 'care', 'law', 'reject', 'notion', 'health', 'care', 'law', 'unconstitut']",0
"['say', 'gov', 'chri', 'christi', 'propos', 'reduc', 'state', 'incom', 'tax', 'would', 'second', 'tax', 'cut', 'rich', 'governor', 'two', 'year']",1
"['warren', 'buffett', 'still', 'support']",1
"['say', 'georg', 'lemieux', 'one', 'two', 'republican', 'vote', 'presid', 'barack', 'obama', 'job', 'bill']",1
"['precinct', 'allen', 'west-patrick', 'murphi', 'recount', '7', 'regist', 'voter', 'guatemalan', 'commun', 'talli', 'show', '900', 'vote']",0
"['230,000', 'peopl', 'unemploy', 'took', 'offic', 'unemploy']",1
"['one', 'person', 'kathleen', 'sebeliu', 'go', 'determin', 'whether', '10', 'year-old', 'lung', 'patient', 'sarah', 'murnaghan', 'would', 'live', 'die']",0
"['ron', 'klein', 'repeatedli', 'vote', 'favor', 'amnesti', 'illeg', 'immigr']",0
"['local', 'law', 'enforc', '. . .', 'access', 'obamacar', 'data', 'hub', 'treasur', 'trove', 'person', 'info']",0
"['tenur', 'mayor', 'saw', 'houston', 'crime', 'rate', 'drop', 'lowest', 'level', '25', 'year']",1
"['barack', 'obama', 'columbia', 'univers', 'id', 'say', 'foreign', 'student', 'went', 'barri', 'soetoro']",0
"['john', 'mccain', 'one', 'richest', 'peopl', 'senat', 'fill', 'millionair', 'say', 'solut', 'hous', 'crisi', 'peopl', 'get', 'second', 'job', 'skip', 'vacat']",0
"['terri', 'mcauliff', 'want', 'rais', 'tax', '700', 'pay', 'infinit', 'promis']",0
"['hypocrisi', 'clinton', 'foundat', 'top', 'male', 'staff', 'made', 'averag', '029', 'top', 'femal', 'staff', 'made', '014', '2010-2014']",1
"['sinc', 'feder', 'violenc', 'women', 'act', 'adopt', '1994', 'case', 'domest', 'violenc', 'fallen', '67', 'percent']",1
"['say', 'feder', 'law', 'enforc', 'offic', 'cut', 'question', 'christma', 'day', 'underwear', 'bomber', 'give', 'miranda', 'warn', '30', 'minut', 'question']",1
"['legal', 'illeg', 'immigr']",1
"['nearli', 'half', 'pregnanc', 'u', 'unintend']",1
"['borrow', 'saudi', 'money', 'saudi', 'oil', 'result', 'depend', 'debt']",1
"['say', 'home', 'sale', 'around', 'oswego', 'lake', 'right', '000', 'anyon', 'welcom', 'buy']",1
"['sinc', 'presid', 'becam', 'presid', 'lost', '3.3', 'million', 'job', 'privat', 'sector', 'know', 'who', 'done', 'ok', 'who', 'complain', 'today', 'public', 'sector', 'weve', 'gain', '590,000', 'public', 'sector', 'job']",1
"['top', '1', 'percent', 'pay', 'half', 'entir', 'revenu', 'countri']",0
"['differ', 'previou', 'four', 'year', 'thing', 'head', 'brought', 'last', 'four', 'year', 'total', 'save', 'properti', 'tax', 'money']",0
"['chri', 'christi', 'increas', 'tax', 'anyon']",1
"['unit', 'state', 'system', 'grower', 'dairi', 'bring', 'workforc', 'legal', 'u']",0
"['say', 'never', 'said', 'would', 'keep', 'educ', 'fund']",0
"['sinc', '1978', 'colleg', 'tuition', 'nationwid', 'gone', 'someth', 'like', 'four', 'time', 'rate', 'inflat']",1
"['say', 'sen', 'rob', 'portman', 'said', 'would', 'irrespons', 'cut', 'medicar']",1
"['dekalb', 'school', 'construct', 'project', 'alway', 'came', 'budget']",1
"['palin', 'support', 'right-w', 'extremist', 'pat', 'buchanan', 'presid', '2000']",0
"['say', 'sen', 'sherrod', 'brown', 'vote', 'block', 'american', 'energi', 'product', 'increas', 'energi', 'tax']",0
"['say', 'jeann', 'shaheen', 'vote', 'measur', 'would', 'amount', 'new', 'nation', 'energi', 'tax']",0
"['washington', 'c', 'strictest', 'gun', 'law', 'countri', 'pass', 'violenc', 'skyrocket']",1
"['seven', 'presid', 'barack', 'obama', 'republican', 'democrat', 'tri', 'expand', 'health', 'care', 'american']",1
"['fight', 'move', 'toughen', 'penalti', 'workplac', 'gender', 'discrimin', 'state', 'sen', 'glenn', 'grothman', 'said', 'didnt', 'believ', 'women', 'belong', 'workplac', 'belong', 'home', 'cook', 'clean', 'babi']",0
"['put', 'billion', 'revenu', 'rais', '10', 'year', 'buffett', 'rule', 'infrastructur', 'could', 'creat', '611,000', 'infrastructur', 'job']",0
"['proper', 'collect', 'noun', 'group', 'baboon', 'believ', '. . .', 'congress']",0
"['repeatedli', 'said', 'mani', 'predatori', 'loan', 'made', 'mortgag', 'system', 'target', 'african-american', 'latino', 'commun']",1
"['start', 'decemb', '2007', '1.4', 'million', 'job', 'creat', 'texa', 'period', 'rest', 'countri', 'lost', '400,000', 'job']",1
"['health', 'reform', 'legisl', 'washington', 'pass', 'last', 'year', 'made', 'difficult', 'hire', 'increas', 'cost', 'employ']",0
"['cbo', 'congression', 'budget', 'offic', 'said', 'obamacar', 'kill', '800,000', 'job']",0
"['thompson', 'vote', '000', 'cap', 'damag', 'almost', 'anyth', 'would', 'make', 'legal', 'system', 'fairer']",0
"['texa', 'fiscal', 'year', 'money', 'reserv', '49', 'state', 'combin']",0
"['use', 'strateg', 'petroleum', 'reserv']",0
"['immigr', 'fertil']",1
"['propos', 'educ', 'chang', 'cut', 'one', ""teacher'"", 'pay']",1
"['number', 'uninsur', 'peopl', 'massachusett', 'mandat', 'pass', '2006']",0
"['firearm', 'homicid', '40', 'percent', 'sinc', 'texa', 'pass', 'concealed-gun', 'permit', 'law']",1
"['upward', '90', 'percent', 'women', 'seek', 'abort', 'decid', 'abort', 'see', 'ultrasound']",0
"['spend', 'less', 'defens', 'today', 'gdp', 'time', 'sinc', 'pearl', 'harbor']",0
"['got', 'rid', 'incom', 'tax', 'today', 'much', 'revenu', '10', 'year', 'ago']",1
"['say', 'scott', 'walker', 'want', 'ban', 'common', 'form', 'birth', 'control', 'includ', 'pill']",1
"['jason', 'kander', 'support', 'obama', 'plan', 'bring', 'remain', 'suspect', 'terrorist', 'u', 'soil']",0
"['shelbi', 'counti', 'donat', 'im', 'sorri', 'gave', '44', 'school', 'citi', 'memphi']",1
"['top', 'u', 'intellig', 'offici', 'toldeveri', 'member', 'congress', 'includ', 'presid', 'attack', 'seriou', 'way', 'threat', 'eman', 'syria', 'iraq']",1
"['suburb', 'inund', 'former', 'resid', 'atlanta', 'hous', 'project', 'absolut']",1
"['juli', '1996', 'mitt', 'romney', 'help', 'locat', 'miss', 'teenag', 'daughter', 'partner', 'bain', 'capit']",1
"['blame', 'mike', 'mcintyr', 'nanci', 'pelosi', 'second', 'straight', 'year', 'cost-of-liv', 'increas', 'social', 'secur', 'beneficiari']",0
"['govern', 'go', 'right', 'get', 'bank', 'account', 'health', 'care', 'bill', 'make', 'transfer', 'without', 'know']",0
"['mechan', 'place', 'shut', 'internet', 'privat']",1
"['american', 'peopl', 'support', 'defund', 'obamacar', 'oppos', 'shut', 'govern']",0
"['report', 'gop', 'insist', 'chang', 'social', 'secur', 'part', 'fiscalcliff', 'fals', 'btw', 'chang', 'support']",1
"['nobodi', 'play', 'clip', '...', 'presid', 'obama', 'say', 'bring', 'knife', 'fight', 'well', 'bring', 'gun']",1
"['peopl', 'rhode', 'island', 'dont', 'want', 'same-sex', 'marriag']",0
"['rep', 'paul', 'ryan', 'medicar', 'plan', 'line', 'pocket', 'privat', 'insur', 'compani', 'increas', 'cost', 'senior', 'reduc', 'deficit']",1
"['year', 'congress', 'conni', 'mack', 'iv', 'miss', 'almost', 'half', 'vote']",0
"['1/3', 'kid', 'drop', 'high', 'school', 'cannot', 'go', 'colleg', 'start', 'career']",0
"['even', 'old', 'gen', 'eisenhow', 'salut', 'militari', 'personnel', 'presid']",0
"['wisconsin', 'governor', 'cut', 'perquisit', 'much', 'plan', 'would', 'still', 'leav', 'worker', 'better', 'privat', 'sector', 'counterpart']",1
"['cant', 'get', 'airplan', '2,000', 'peopl', 'list', 'abl', 'buy', 'gun']",0
"['74', 'percent', 'republican', 'support', 'afford', 'care', 'act']",0
"['everi', 'spent', 'afterschool', 'program', 'save', 'almost', 'crime', 'cost', 'line']",1
"['feder', 'govern', 'trillion', 'cash', 'flow', 'pay', 'bill', 'wont', 'default']",1
"['say', 'alex', 'sink', 'fail', 'florida', 'homeown', 'use', 'predatori', 'lend', 'practic']",0
"['40', 'percent', 'small', 'mid-siz', 'bank', 'loan', 'money', 'small', 'busi', 'wipe', 'sinc', 'dodd-frank', 'pass']",0
"['cant', 'check', 'librari', 'book', 'without', 'photo', 'id']",0
"['say', 'starbuck', 'took', 'christma', 'brand', 'new', 'cup']",0
"['atmospher', 'condit', 'could', 'push', 'footbal', 'pressur', 'approxim', 'one-and-a-half', 'pound', 'per', 'squar', 'inch']",1
"['hillari', 'clinton', 'support', 'unlimit', 'abort', 'demand', 'moment', 'birth', 'includ', 'partial-birth', 'abort', 'taxpay', 'fund']",0
"['legisl', 'clear', 'georgia', 'hous', 'children', 'legal', 'refuge', 'could', 'obtain', 'state', 'scholarship', 'attend', 'privat', 'school']",1
"['went', 'lose', '3', 'million', 'job', 'last', 'six', 'month', 'bush', 'administr', 'ad', 'almost', '600,000', 'privat', 'sector', 'job', 'first', 'six', 'month', 'year']",1
"['star', 'ohio', 'fund', 'receiv', 'highest', 'possibl', 'credit', 'rate', 'one', 'fund', 'receiv']",1
"['taxpay', 'hook', '...', 'less', 'third', 'propos', 'new', 'atlanta', 'falcon', 'stadium', 'fund', 'repaid', 'money', 'come', 'outsid']",1
"['last', '22', 'month', 'busi', 'creat', '3', 'million', 'job', 'last', 'year', 'creat', 'job', 'sinc', '2005']",1
"['everi', 'year', 'million', 'leav', 'missouri', 'lone', 'star', 'state']",1
"['colleg', 'loan', 'loan', 'unit', 'state', 'cannot', 'refin', 'interest', 'rate', 'go']",1
"['hous', 'repres', 'never', 'pass', 'resolut', 'disapprov', 'condemn', ""member'"", 'behavior']",1
"['younger', 'competitor', 'entir', 'immigr']",1
"['recent', 'intern', 'report', 'show', 'unit', 'state', 'near', 'bottom', 'among', 'industri', 'nation', 'k', '12', 'academ', 'achiev']",1
"['say', '24', 'million', 'peopl', 'countri', 'cant', 'find', 'full-tim', 'job', '50', 'million', 'cant', 'see', 'doctor', 'theyr', 'sick', '47', 'million', 'peopl', 'need', 'govern', 'help', 'feed', '15', 'million', 'famili', 'owe', 'valu', 'home']",1
"['polici', 'mistak', '...', 'clinton', 'made', 'got', 'us', 'larg', 'degre', 'situat', 'today', 'mass', 'incarcer']",1
"['say', 'rais', 'averag', 'famili', 'incom', '50', 'percent', 'tenur', 'arkansa', 'governor']",0
"['tri', 'give', 'us', 'million', 'build', 'high-spe', 'train', 'goe', '39', 'mile', 'hour']",1
"['say', 'cbo', 'estim', 'fulli', 'extend', 'bush', 'tax', 'cut', 'would', 'add', '600,000-', '1.4', 'million', 'job', '2011', '900,000-', '2.7', 'million', 'job', '2012']",1
"['presid', 'reagan', 'rais', 'debt', 'ceil', '18', 'time', 'georg', 'w', 'bush', 'seven', 'time']",1
"['accord', 'david', 'cay', 'johnston', 'averag', 'american', 'pay', '22', 'percent', 'incom', 'feder', 'tax', 'richest', '400', 'american', 'pay', '16', 'percent', 'incom', 'feder', 'tax']",1
"['young', 'american', 'right', 'theyr', 'cover', 'health', 'insur']",0
"['1952', 'corpor', 'incom', 'tax', 'account', '33', 'percent', 'feder', 'tax', 'revenu', 'today', 'despit', 'record-break', 'profit', 'corpor', 'tax', 'bring', 'less', '9', 'percent']",1
"['last', '10', 'year', 'texa', 'creat', '33', 'percent', 'net', 'new', 'job', 'nationwid']",1
"['say', 'two-third', 'group', 'target', 'ir', 'scrutini', 'conserv']",0
"['class', '1968', 'patric', 'lumumba', 'univers', 'moscow', 'mahmoud', 'abba', 'one', 'member', 'class', 'ali', 'khamenei', 'that', 'first', 'establish', 'relationship', 'young', 'vladimir', 'putin']",0
"['last', 'week', 'texa', 'state', 'board', 'educ', 'sboe', 'led', 'rick', 'perri', 'appointe', 'vote', 'remov', 'thoma', 'jefferson', 'social', 'studi', 'textbook', 'standard', 'that', 'right', 'thoma', 'jefferson', '...', 'delet', 'list', 'histor', 'figur', 'inspir', 'polit', 'chang']",1
"['u', 'senat', 'salari', 'perk', '\u202a', 'berni', '\u202c', 'top', '1', 'percent', 'still', 'paid', '13', 'percent', 'tax', 'last', 'year']",0
"['know', ""can't"", 'pull', '...', 'truth', 'matter', 'start', 'today', 'would', 'take', 'one', 'year', 'one', 'year', 'get', '160,000', 'troop', 'physic', 'iraq', 'logist']",1
"['2013-2015', 'richest', '14', 'american', 'increas', 'net', 'wealth', 'billion', 'yet', 'republican', 'budget', 'would', 'requir', 'american', 'contribut', 'one', 'penni', 'deficit', 'reduct']",1
"['say', 'foster', 'mayor', 'rick', 'kriseman', 'ineffect', 'florida', 'hous', 'repres', 'legisl', 'pass', 'hous', 'kriseman', 'name']",1
"['say', 'texa', 'routin', 'get', 'lot', 'feder', 'spend', 'pay', 'tax']",1
"['cell', 'phone', 'number', 'go', 'public', 'month']",0
"['say', 'offer', 'million', 'save', '2011', 'million', 'save', 'next', '25', 'year', 'contract', 'negoti', 'citi', 'milwauke']",0
"['clackama', 'counti', 'commission', 'approv', 're-negoti', 'agreement', 'lower', 'counti', 'contribut', 'trimet', 'portland-milwauki', 'light', 'rail', 'project', '9', 'million', 'million']",0
"['say', 'texa', '11', 'differ', 'feloni', 'commit', 'oyster']",1
"['obama', 'administr', 'unwind', 'nation', 'welfare-to-work', 'requir']",0
"['electr', 'car', 'sale', 'georgia', 'drop', 'dramat', 'sinc', '000', 'tax', 'credit', 'elimin', 'annual', 'registr', 'fee', 'impos', 'juli', '1']",1
"['redskin', 'train', 'camp', 'deal', 'gener', 'million', 'new', 'privat', 'invest', 'citi']",1
"['gop', 'budget', 'plan', 'would', 'cut', 'nearli', 'million', 'job']",1
"['peopl', 'live', 'countri', 'born', 'anytim', 'histori', 'countri']",1
"['say', 'hillari', 'clinton', 'defend', 'syria', 'presid', 'assad', 'possibl', 'reform', 'start', 'countri', 'civil', 'war']",1
"['postal', 'servic', 'financi', 'loss', 'result', '2006', 'law', 'drain', 'billion', 'year', 'post', 'offic', 'revenu', 'postal', 'servic', 'forc', 'overpay', 'billion', 'feder', 'account']",1
"['mani', 'six', 'feder', 'depart', 'budget', 'bill', 'delay', 'opposit', 'amend', 'would', 'ban', 'confeder', 'battl', 'flag', 'sale', 'feder', 'build', 'gift', 'shop']",1
"['she', 'vote', '60', 'tax', 'increas', 'hurt', 'middl', 'class', 'small', 'busi']",0
"['hous', 'repres', '40', 'differ', 'job', 'bill', 'pass', 'almost', 'bipartisan']",0
"['sheila', 'jackson', 'lee', 'texa', 'said', 'hey', 'wrinkli', 'white-ag', 'has-been', 'time', 'die', 'let', 'next', 'gener', 'spot', 'planet']",0
"['republican', 'small', 'busi', 'tax', 'cut', 'bill', 'spend', 'million', 'better', 'googl', 'search', 'job', 'creation']",0
"['2013', 'state', 'law', 'would', 'allow', 'oper', 'iron', 'ore', 'mine', 'northern', 'wisconsin', 'fill', 'pristin', 'stream', 'pond', 'mine', 'wast']",1
"['america', 'one', 'highest-tax', 'nation', 'world']",0
"['black', 'america', 'countri', 'itd', '15th', 'wealthiest', 'nation', 'world']",0
"['sinc', 'republican', 'took', '2010', 'elect', 'graduat', 'rate', 'wisconsin', 'gone', '86', 'percent', '88', 'percent', 'black', 'graduat', 'rate', 'gone', '60', 'percent', '65', 'percent', 'latino', 'graduat', 'rate', 'gone', '65', 'percent', '71', 'percent']",1
"['estim', 'nearli', '40', 'percent', 'gun', 'sold', 'america', 'sold', 'privat', 'unlicens', 'seller', 'either', 'onlin', 'gun', 'show']",0
"['2008', 'deadliest', 'year', 'war', 'afghanistan', 'american', 'forc']",1
"['florida', 'teacher', 'alreadi', 'paid', '000', 'nation', 'averag']",1
"['sinc', 'rick', 'perri', 'becam', 'governor', 'texa', 'gone', '46th', 'countri', '50th', 'popul', 'graduat', 'high', 'school']",1
"['say', 'amanda', 'fritz', 'manag', 'less', '5', 'percent', 'citi', 'oper']",1
"['streetcar', 'project', 'plan', 'mayor', 'tom', 'barrett', 'would', '1900', 'style', 'trolley']",1
"['american', 'last', '30', 'year', 'doubl', 'amount', 'money', 'spend', 'per', 'child', 'educ', 'result', 'gotten', 'wors', 'better']",1
"['poll', 'show', 'floridian', 'dont', 'want', 'repeal', 'afford', 'care', 'act']",0
"['say', 'congressman', 'bill', 'pascrel', 'vote', 'remov', 'public', 'option', 'afford', 'health', 'care', 'act']",0
"['lawmak', 'paid', 'off-season', 'effort', 'first', 'time', 'take', 'lead', 'draw', 'border', 'two', 'would-b', 'citi']",1
"['greg', 'abbott', 'surrog', 'refer', 'women', 'victim', 'rape', 'incest', 'though', 'somehow', 'confront', 'minor', 'issu']",0
"['offshor', 'drill', 'energi']",1
"['propos', 'medic', 'marijuana', 'amend', 'florida', 'dont', 'get', 'refil', 'get', 'forev']",0
"['data-stor', 'microchip', 'would', 'implant', 'major', 'peopl', 'opt', 'becom', 'cover', 'public', 'health', 'care', 'option']",0
"['enact', 'right-to-carri', 'act', 'would', 'amount', 'expand', 'right', 'sex', 'offend', 'terrorist', 'child', 'predat', 'abus', 'carri', 'conceal', 'weapon', 'across', 'state', 'line']",1
"['miss', 'vote', 'sinc', '1993']",1
"['say', 'treasur', 'offic', 'save', 'million', 'manag', 'cost', 'oversight', 'public', 'invest']",0
"['say', 'georgia', 'send', 'state', 'money', 'per', 'child', 'state', 'charter', 'school', 'budget', 'cut', 'appli', 'charter', 'school']",1
"['jorg', 'elorza', 'want', 'impos', 'municip', 'incom', 'tax']",0
"['suprem', 'court', 'cant', 'overrul', 'two', 'branchesof', 'govern']",0
"['roughli', '25', 'ri', 'crimin', 'record']",0
"['nathan', 'deal', 'cut', 'hope', 'scholarship', 'program', 'liter', '100,000', 'georgian', 'abl', 'go', 'colleg', 'get', 'technic', 'train', 'badli', 'need', 'rais', 'know', 'give', 'chanc', 'good', 'job']",1
"['governor', 'arkansa', 'cut', 'tax', 'fee', 'almost', '100', 'time', 'save', 'taxpay', 'almost', 'million', 'left', 'surplu', 'nearli', 'million']",1
"['havent', 'rais', 'tax', 'time', 'ive', 'governor', 'new', 'jersey']",1
"['massachusett', 'public', 'school', 'teach', 'kid', 'young', 'kindergartn', 'gay', 'marriag']",0
"[""i'm"", 'probabl', 'one', 'four', 'five', 'best-known', 'american', 'world']",0
"['accept', 'legal', 'immigr', 'ever', 'histori', 'unit', 'state']",0
"['congress', 'bewild', 'scope', 'reach', 'spi', 'apparatu', '2008', '2012', 'explicitli', 'reject', 'amend', 'call', 'disclosur']",1
"['six', 'peopl', 'florida', 'die', 'result', 'expand', 'medicaid', 'everi', 'day']",1
"['gov', 'maggi', 'hassan', 'budget', 'propos', 'rais', 'tax', 'small', 'busi', 'increas', 'tax', 'fee', 'million']",1
"['washington', 'would', 'politician', 'spend', 'million', 'teach', 'moroccan', 'make', 'potteri']",0
"['hillari', 'clinton', 'start', '47', 'percent', 'countri']",1
"['saysrand', 'paulha', 'put', 'budget', 'cut', 'militari', 'half']",0
"['group', 'receiv', 'foreign', 'money', 'spend', 'huge', 'sum', 'influenc', 'american', 'elect']",1
"['say', 'legisl', 'cut', 'mean', 'texa', 'spend', 'averag', 'less', 'per', 'student']",1
"['current', 'rate', 'presid', 'obama', 'ad', 'debt', 'unit', 'state', 'america', 'end', 'first', 'term', 'previou', '43', 'presid', 'combin']",1
"['know', 'saudi', 'arabia', 'start', 'al-qaida']",1
"['say', 'williamson', 'counti', 'attorney', 'jana', 'duti', 'never', 'prosecut', 'singl', 'adult', 'feloni', 'case']",1
"['fundrais', 'number', 'grassroot', 'support', 'unmatch']",0
"['issu', '2', 'make', 'illeg', 'us', 'negoti', 'enough', 'firefight', 'job']",1
"['say', 'although', 'unemploy', 'rate', 'seem', 'improv', 'reflect', 'real', 'job', 'creation', 'caus', 'shrink', 'actual', 'labor', 'forc']",1
"['gov', 'scott', 'walker', 'hire', 'convict', 'assembl', 'speaker', 'scott', 'jensen', 'overse', 'raid', 'state', 'employe', 'retir', 'system', 'help', 'balanc', 'state', 'budget']",0
"['obama', 'vote', 'cut', 'fund', 'american', 'troop', 'battlefield']",0
